job_id,usr_name,job_name,account,group,partition_name,host_name,priority,qos,work_dir,submit_line,nodes_req,cpu_req,gpu_req,mem_req,num_cpu,cpu_alloc,gpu_alloc,mem_alloc,nodelist,node_count,wallclock_req,node_alloc,mem_per_node,mem_per_cpu,ntask,slots,array_job_id,array_pos,freq_req,submit_time,start_time,eligible_time,queue_sec,wait_to_start_sec,submit_dayofweek,submit_month,submit_hour,start_dayofweek,start_month,start_hour,start_year,status
126,user046,PyTorch_testjob_126,acct06,group01,short,Hengicluster2025-n056,9921,normal,/home/user046/Hengicluster2025/test_job_000126,sbatch -p short -N 12 -n 377 PyTorch_testjob_126.sh,12,768,0,3072,673,673,0,2693.87,"Hengicluster2025-n056,Hengicluster2025-n038,Hengicluster2025-n031,Hengicluster2025-n050,Hengicluster2025-n032,Hengicluster2025-n030,Hengicluster2025-n009,Hengicluster2025-n004,Hengicluster2025-n027,Hengicluster2025-n014,Hengicluster2025-n021,Hengicluster2025-n007",12,4270,12,224.49,4.0028,377,377,0,0,3,1763547900,1763548020,120,120,120,2,11,10,2,11,10,2025,RUNNING
127,user023,OpenFoam_testjob_127,acct03,group03,long,Hengicluster2025-n001,9494,low,/home/user023/Hengicluster2025/test_job_000127,sbatch -p long -N 6 -n 176 OpenFoam_testjob_127.sh,6,384,0,768,298,298,0,597.49,"Hengicluster2025-n001,Hengicluster2025-n044,Hengicluster2025-n005,Hengicluster2025-n022,Hengicluster2025-n054,Hengicluster2025-n011",6,57708,6,99.58,2.005,176,176,0,0,3,1763548200,1763548320,120,120,120,2,11,10,2,11,10,2025,RUNNING
128,user046,LAMMPS_testjob_128,acct06,group01,long,Hengicluster2025-n011,1215,low,/home/user046/Hengicluster2025/test_job_000128,sbatch -p long -N 3 -n 17 LAMMPS_testjob_128.sh,3,24,0,1536,23,23,0,1488.01,"Hengicluster2025-n011,Hengicluster2025-n043,Hengicluster2025-n046",3,24606,3,496.0,64.696,17,17,0,0,2,1763548500,1763548620,120,120,120,2,11,10,2,11,10,2025,RUNNING
129,user033,ANSYS_testjob_129,acct03,group03,debug,Hengicluster2025-n053,1774,low,/home/user033/Hengicluster2025/test_job_000129,sbatch -p debug -N 2 -n 69 ANSYS_testjob_129.sh,2,128,0,256,125,125,0,250.63,"Hengicluster2025-n053,Hengicluster2025-n033",2,1993,2,125.31,2.005,69,69,0,0,1,1763548800,1763548920,120,120,120,2,11,10,2,11,10,2025,RUNNING
130,user032,CP2K_testjob_130,acct02,group02,debug,Hengicluster2025-n003,3375,express,/home/user032/Hengicluster2025/test_job_000130,sbatch -p debug -N 3 -n 97 CP2K_testjob_130.sh,3,192,0,96,162,162,0,81.49,"Hengicluster2025-n003,Hengicluster2025-n037,Hengicluster2025-n039",3,4763,3,27.16,0.503,97,97,0,0,0,1763549100,1763549220,120,120,120,2,11,10,2,11,10,2025,RUNNING
131,user050,LAMMPS_testjob_131,acct10,group05,gpu,Hengicluster2025-n015,1937,normal,/home/user050/Hengicluster2025/test_job_000131,sbatch -p gpu -N 8 -n 139 LAMMPS_testjob_131.sh,8,256,1,1024,192,192,1,768.68,"Hengicluster2025-n015,Hengicluster2025-n018,Hengicluster2025-n020,Hengicluster2025-n031,Hengicluster2025-n053,Hengicluster2025-n019,Hengicluster2025-n021,Hengicluster2025-n043",8,7482,8,96.09,4.0036,139,139,130,26,2,1763549400,1763549520,120,120,120,2,11,10,2,11,10,2025,RUNNING
132,user081,OpenFoam_testjob_132,acct01,group01,debug,Hengicluster2025-n050,4900,low,/home/user081/Hengicluster2025/test_job_000132,sbatch -p debug -N 2 -n 30 OpenFoam_testjob_132.sh,2,32,0,128,31,31,0,127.48,"Hengicluster2025-n050,Hengicluster2025-n002",2,2038,2,63.74,4.1122,30,30,0,0,1,1763549700,1763549820,120,120,120,2,11,10,2,11,10,2025,RUNNING
133,user066,WRF_testjob_133,acct06,group01,short,Hengicluster2025-n021,2688,normal,/home/user066/Hengicluster2025/test_job_000133,sbatch -p short -N 4 -n 101 WRF_testjob_133.sh,4,128,0,512,107,107,0,429.15,"Hengicluster2025-n021,Hengicluster2025-n042,Hengicluster2025-n029,Hengicluster2025-n059",4,10010,4,107.29,4.0107,101,101,0,0,4,1763550000,1763550120,120,120,120,2,11,11,2,11,11,2025,RUNNING
134,user006,PyTorch_testjob_134,acct06,group01,short,Hengicluster2025-n050,3049,normal,/home/user006/Hengicluster2025/test_job_000134,sbatch -p short -N 13 -n 338 PyTorch_testjob_134.sh,13,416,0,1664,385,385,0,1541.6,"Hengicluster2025-n050,Hengicluster2025-n023,Hengicluster2025-n024,Hengicluster2025-n060,Hengicluster2025-n030,Hengicluster2025-n053,Hengicluster2025-n007,Hengicluster2025-n028,Hengicluster2025-n034,Hengicluster2025-n009,Hengicluster2025-n054,Hengicluster2025-n011,Hengicluster2025-n026",13,8420,13,118.58,4.0042,338,338,0,0,4,1763550300,1763550420,120,120,120,2,11,11,2,11,11,2025,RUNNING
135,user070,NWChem_testjob_135,acct10,group05,long,Hengicluster2025-n004,3191,high,/home/user070/Hengicluster2025/test_job_000135,sbatch -p long -N 10 -n 35 NWChem_testjob_135.sh,10,80,0,640,61,61,0,492.59,"Hengicluster2025-n004,Hengicluster2025-n056,Hengicluster2025-n026,Hengicluster2025-n023,Hengicluster2025-n051,Hengicluster2025-n022,Hengicluster2025-n043,Hengicluster2025-n021,Hengicluster2025-n059,Hengicluster2025-n046",10,102700,10,49.26,8.0753,35,35,0,0,2,1763550600,1763550720,120,120,120,2,11,11,2,11,11,2025,RUNNING
136,user018,PyTorch_testjob_136,acct08,group03,gpu,Hengicluster2025-n023,4365,express,/home/user018/Hengicluster2025/test_job_000136,sbatch -p gpu -N 8 -n 346 PyTorch_testjob_136.sh,8,512,2,1024,498,498,1,997.16,"Hengicluster2025-n023,Hengicluster2025-n059,Hengicluster2025-n052,Hengicluster2025-n016,Hengicluster2025-n012,Hengicluster2025-n007,Hengicluster2025-n005,Hengicluster2025-n049",8,26200,8,124.65,2.0023,346,346,130,14,1,1763550900,1763551020,120,120,120,2,11,11,2,11,11,2025,RUNNING
137,user100,LAMMPS_testjob_137,acct10,group05,long,Hengicluster2025-n030,3103,low,/home/user100/Hengicluster2025/test_job_000137,sbatch -p long -N 8 -n 376 LAMMPS_testjob_137.sh,8,512,0,256,489,489,0,244.93,"Hengicluster2025-n030,Hengicluster2025-n050,Hengicluster2025-n002,Hengicluster2025-n001,Hengicluster2025-n007,Hengicluster2025-n029,Hengicluster2025-n056,Hengicluster2025-n045",8,48351,8,30.62,0.5009,376,376,130,19,1,1763551200,1763551320,120,120,120,2,11,11,2,11,11,2025,RUNNING
138,user006,Gaussian_testjob_138,acct06,group01,debug,Hengicluster2025-n059,1287,high,/home/user006/Hengicluster2025/test_job_000138,sbatch -p debug -N 2 -n 8 Gaussian_testjob_138.sh,2,16,0,512,15,15,0,503.47,"Hengicluster2025-n059,Hengicluster2025-n017",2,2637,2,251.73,33.5646,8,8,0,0,0,1763551500,1763551620,120,120,120,2,11,11,2,11,11,2025,RUNNING
139,user050,Gaussian_testjob_139,acct10,group05,long,Hengicluster2025-n027,4496,normal,/home/user050/Hengicluster2025/test_job_000139,sbatch -p long -N 13 -n 61 Gaussian_testjob_139.sh,13,104,0,6656,91,91,0,5857.47,"Hengicluster2025-n027,Hengicluster2025-n047,Hengicluster2025-n028,Hengicluster2025-n016,Hengicluster2025-n008,Hengicluster2025-n036,Hengicluster2025-n018,Hengicluster2025-n005,Hengicluster2025-n024,Hengicluster2025-n050,Hengicluster2025-n029,Hengicluster2025-n049,Hengicluster2025-n054",13,115891,13,450.57,64.3678,61,61,130,59,4,1763551800,1763551920,120,120,120,2,11,11,2,11,11,2025,RUNNING
140,user058,NAMD_testjob_140,acct08,group03,short,Hengicluster2025-n029,4951,low,/home/user058/Hengicluster2025/test_job_000140,sbatch -p short -N 13 -n 183 NAMD_testjob_140.sh,13,208,0,6656,207,207,0,6638.31,"Hengicluster2025-n029,Hengicluster2025-n025,Hengicluster2025-n030,Hengicluster2025-n002,Hengicluster2025-n022,Hengicluster2025-n014,Hengicluster2025-n033,Hengicluster2025-n043,Hengicluster2025-n027,Hengicluster2025-n049,Hengicluster2025-n035,Hengicluster2025-n008,Hengicluster2025-n001",13,8835,13,510.64,32.0691,183,183,140,27,1,1763552100,1763552220,120,120,120,2,11,11,2,11,11,2025,RUNNING
141,user054,NWChem_testjob_141,acct04,group04,medium,Hengicluster2025-n050,5543,normal,/home/user054/Hengicluster2025/test_job_000141,sbatch -p medium -N 5 -n 49 NWChem_testjob_141.sh,5,80,0,640,70,70,0,565.54,"Hengicluster2025-n050,Hengicluster2025-n033,Hengicluster2025-n046,Hengicluster2025-n029,Hengicluster2025-n054",5,26258,5,113.11,8.0791,49,49,140,60,2,1763552400,1763552520,120,120,120,2,11,11,2,11,11,2025,RUNNING
142,user087,ANSYS_testjob_142,acct07,group02,long,Hengicluster2025-n002,7572,high,/home/user087/Hengicluster2025/test_job_000142,sbatch -p long -N 16 -n 466 ANSYS_testjob_142.sh,16,1024,0,4096,721,721,0,2885.84,"Hengicluster2025-n002,Hengicluster2025-n058,Hengicluster2025-n030,Hengicluster2025-n056,Hengicluster2025-n059,Hengicluster2025-n016,Hengicluster2025-n041,Hengicluster2025-n014,Hengicluster2025-n043,Hengicluster2025-n025,Hengicluster2025-n039,Hengicluster2025-n054,Hengicluster2025-n008,Hengicluster2025-n044,Hengicluster2025-n037,Hengicluster2025-n057",16,37806,16,180.37,4.0026,466,466,0,0,2,1763552700,1763552820,120,120,120,2,11,11,2,11,11,2025,RUNNING
143,user040,TensorFlow_testjob_143,acct10,group05,medium,Hengicluster2025-n030,8246,normal,/home/user040/Hengicluster2025/test_job_000143,sbatch -p medium -N 4 -n 83 TensorFlow_testjob_143.sh,4,128,0,256,111,111,0,223.5,"Hengicluster2025-n030,Hengicluster2025-n002,Hengicluster2025-n057,Hengicluster2025-n034",4,35392,4,55.87,2.0135,83,83,140,47,0,1763553000,1763553120,120,120,120,2,11,11,2,11,11,2025,RUNNING
144,user036,Nektar++_testjob_144,acct06,group01,short,Hengicluster2025-n036,8526,normal,/home/user036/Hengicluster2025/test_job_000144,sbatch -p short -N 4 -n 21 Nektar++_testjob_144.sh,4,32,0,2048,24,24,0,1589.33,"Hengicluster2025-n036,Hengicluster2025-n030,Hengicluster2025-n052,Hengicluster2025-n044",4,10454,4,397.33,66.2222,21,21,0,0,0,1763553300,1763553420,120,120,120,2,11,11,2,11,11,2025,RUNNING
145,user018,QuantumESPRESSO_testjob_145,acct08,group03,medium,Hengicluster2025-n022,8811,high,/home/user018/Hengicluster2025/test_job_000145,sbatch -p medium -N 15 -n 199 QuantumESPRESSO_testjob_145.sh,15,240,0,960,233,233,0,933.07,"Hengicluster2025-n022,Hengicluster2025-n006,Hengicluster2025-n039,Hengicluster2025-n053,Hengicluster2025-n049,Hengicluster2025-n041,Hengicluster2025-n001,Hengicluster2025-n060,Hengicluster2025-n013,Hengicluster2025-n035,Hengicluster2025-n043,Hengicluster2025-n052,Hengicluster2025-n004,Hengicluster2025-n034,Hengicluster2025-n032",15,17064,15,62.2,4.0046,199,199,0,0,0,1763553600,1763553720,120,120,120,2,11,12,2,11,12,2025,RUNNING
146,user044,NWChem_testjob_146,acct04,group04,short,Hengicluster2025-n045,7883,high,/home/user044/Hengicluster2025/test_job_000146,sbatch -p short -N 2 -n 20 NWChem_testjob_146.sh,2,32,0,128,26,26,0,104.13,"Hengicluster2025-n045,Hengicluster2025-n007",2,14032,2,52.07,4.0052,20,20,0,0,0,1763553900,1763554020,120,120,120,2,11,12,2,11,12,2025,RUNNING
147,user049,WRF_testjob_147,acct09,group04,medium,Hengicluster2025-n002,1266,high,/home/user049/Hengicluster2025/test_job_000147,sbatch -p medium -N 8 -n 47 WRF_testjob_147.sh,8,64,0,512,61,61,0,494.39,"Hengicluster2025-n002,Hengicluster2025-n052,Hengicluster2025-n046,Hengicluster2025-n028,Hengicluster2025-n015,Hengicluster2025-n035,Hengicluster2025-n048,Hengicluster2025-n033",8,24924,8,61.8,8.1047,47,47,140,41,0,1763554200,1763554320,120,120,120,2,11,12,2,11,12,2025,RUNNING
148,user061,PyTorch_testjob_148,acct01,group01,short,Hengicluster2025-n026,180,normal,/home/user061/Hengicluster2025/test_job_000148,sbatch -p short -N 3 -n 31 PyTorch_testjob_148.sh,3,48,0,96,36,36,0,72.95,"Hengicluster2025-n026,Hengicluster2025-n023,Hengicluster2025-n011",3,5268,3,24.32,2.0265,31,31,0,0,0,1763554500,1763554620,120,120,120,2,11,12,2,11,12,2025,RUNNING
149,user067,CP2K_testjob_149,acct07,group02,debug,Hengicluster2025-n012,4287,express,/home/user067/Hengicluster2025/test_job_000149,sbatch -p debug -N 3 -n 134 CP2K_testjob_149.sh,3,192,0,384,143,143,0,286.48,"Hengicluster2025-n012,Hengicluster2025-n002,Hengicluster2025-n034",3,4116,3,95.49,2.0033,134,134,140,79,0,1763554800,1763554920,120,120,120,2,11,12,2,11,12,2025,RUNNING
150,user036,Nektar++_testjob_150,acct06,group01,long,Hengicluster2025-n021,7712,low,/home/user036/Hengicluster2025/test_job_000150,sbatch -p long -N 16 -n 83 Nektar++_testjob_150.sh,16,128,0,1024,91,91,0,733.67,"Hengicluster2025-n021,Hengicluster2025-n024,Hengicluster2025-n028,Hengicluster2025-n042,Hengicluster2025-n023,Hengicluster2025-n006,Hengicluster2025-n057,Hengicluster2025-n032,Hengicluster2025-n029,Hengicluster2025-n053,Hengicluster2025-n035,Hengicluster2025-n020,Hengicluster2025-n008,Hengicluster2025-n050,Hengicluster2025-n034,Hengicluster2025-n038",16,58278,16,45.85,8.0623,83,83,150,74,2,1763555100,1763555220,120,120,120,2,11,12,2,11,12,2025,RUNNING
151,user087,CP2K_testjob_151,acct07,group02,debug,Hengicluster2025-n050,487,low,/home/user087/Hengicluster2025/test_job_000151,sbatch -p debug -N 1 -n 9 CP2K_testjob_151.sh,1,16,0,32,12,12,0,24.36,Hengicluster2025-n050,1,2935,1,24.36,2.0297,9,9,0,0,4,1763555400,1763555520,120,120,120,2,11,12,2,11,12,2025,RUNNING
152,user066,CP2K_testjob_152,acct06,group01,gpu,Hengicluster2025-n004,3874,express,/home/user066/Hengicluster2025/test_job_000152,sbatch -p gpu -N 6 -n 63 CP2K_testjob_152.sh,6,96,2,192,78,78,1,157.28,"Hengicluster2025-n004,Hengicluster2025-n042,Hengicluster2025-n055,Hengicluster2025-n040,Hengicluster2025-n033,Hengicluster2025-n057",6,19889,6,26.21,2.0165,63,63,0,0,0,1763555700,1763555820,120,120,120,2,11,12,2,11,12,2025,RUNNING
153,user055,OpenFoam_testjob_153,acct05,group05,gpu,Hengicluster2025-n033,3551,high,/home/user055/Hengicluster2025/test_job_000153,sbatch -p gpu -N 5 -n 61 OpenFoam_testjob_153.sh,5,80,2,640,69,69,1,559.06,"Hengicluster2025-n033,Hengicluster2025-n037,Hengicluster2025-n014,Hengicluster2025-n044,Hengicluster2025-n008",5,11815,5,111.81,8.1024,61,61,0,0,1,1763556000,1763556120,120,120,120,2,11,12,2,11,12,2025,RUNNING
154,user019,Nektar++_testjob_154,acct09,group04,debug,Hengicluster2025-n048,4277,low,/home/user019/Hengicluster2025/test_job_000154,sbatch -p debug -N 1 -n 3 Nektar++_testjob_154.sh,1,8,0,32,6,6,0,27.28,Hengicluster2025-n048,1,3016,1,27.28,4.5465,3,3,0,0,2,1763556300,1763556420,120,120,120,2,11,12,2,11,12,2025,RUNNING
155,user072,CP2K_testjob_155,acct02,group02,long,Hengicluster2025-n006,581,normal,/home/user072/Hengicluster2025/test_job_000155,sbatch -p long -N 15 -n 293 CP2K_testjob_155.sh,15,480,0,3840,442,442,0,3543.41,"Hengicluster2025-n006,Hengicluster2025-n027,Hengicluster2025-n034,Hengicluster2025-n030,Hengicluster2025-n057,Hengicluster2025-n059,Hengicluster2025-n055,Hengicluster2025-n048,Hengicluster2025-n016,Hengicluster2025-n007,Hengicluster2025-n020,Hengicluster2025-n044,Hengicluster2025-n049,Hengicluster2025-n019,Hengicluster2025-n041",15,114692,15,236.23,8.0168,293,293,0,0,2,1763556600,1763556720,120,120,120,2,11,12,2,11,12,2025,RUNNING
156,user065,PyTorch_testjob_156,acct05,group05,long,Hengicluster2025-n052,8687,express,/home/user065/Hengicluster2025/test_job_000156,sbatch -p long -N 12 -n 112 PyTorch_testjob_156.sh,12,192,0,384,182,182,0,364.37,"Hengicluster2025-n052,Hengicluster2025-n060,Hengicluster2025-n057,Hengicluster2025-n005,Hengicluster2025-n040,Hengicluster2025-n048,Hengicluster2025-n041,Hengicluster2025-n015,Hengicluster2025-n010,Hengicluster2025-n004,Hengicluster2025-n033,Hengicluster2025-n003",12,55398,12,30.36,2.002,112,112,0,0,1,1763556900,1763557020,120,120,120,2,11,12,2,11,12,2025,RUNNING
157,user007,NAMD_testjob_157,acct07,group02,short,Hengicluster2025-n019,1469,express,/home/user007/Hengicluster2025/test_job_000157,sbatch -p short -N 8 -n 78 NAMD_testjob_157.sh,8,128,0,2048,123,123,0,1973.05,"Hengicluster2025-n019,Hengicluster2025-n008,Hengicluster2025-n032,Hengicluster2025-n016,Hengicluster2025-n039,Hengicluster2025-n047,Hengicluster2025-n041,Hengicluster2025-n002",8,11872,8,246.63,16.0411,78,78,0,0,2,1763557200,1763557320,120,120,120,2,11,13,2,11,13,2025,RUNNING
158,user073,ABINIT_testjob_158,acct03,group03,debug,Hengicluster2025-n007,9287,high,/home/user073/Hengicluster2025/test_job_000158,sbatch -p debug -N 2 -n 54 ABINIT_testjob_158.sh,2,128,0,128,89,89,0,89.66,"Hengicluster2025-n007,Hengicluster2025-n027",2,4993,2,44.83,1.0075,54,54,0,0,2,1763557500,1763557620,120,120,120,2,11,13,2,11,13,2025,RUNNING
159,user037,Gaussian_testjob_159,acct07,group02,medium,Hengicluster2025-n029,6226,high,/home/user037/Hengicluster2025/test_job_000159,sbatch -p medium -N 11 -n 185 Gaussian_testjob_159.sh,11,352,0,704,322,322,0,644.17,"Hengicluster2025-n029,Hengicluster2025-n005,Hengicluster2025-n018,Hengicluster2025-n040,Hengicluster2025-n008,Hengicluster2025-n014,Hengicluster2025-n060,Hengicluster2025-n022,Hengicluster2025-n030,Hengicluster2025-n056,Hengicluster2025-n026",11,41484,11,58.56,2.0005,185,185,150,87,2,1763557800,1763557920,120,120,120,2,11,13,2,11,13,2025,RUNNING
160,user038,GROMACS_testjob_160,acct08,group03,debug,Hengicluster2025-n041,2855,high,/home/user038/Hengicluster2025/test_job_000160,sbatch -p debug -N 1 -n 13 GROMACS_testjob_160.sh,1,16,0,32,15,15,0,30.65,Hengicluster2025-n041,1,5198,1,30.65,2.0435,13,13,0,0,0,1763558100,1763558220,120,120,120,2,11,13,2,11,13,2025,RUNNING
161,user052,VASP_testjob_161,acct02,group02,long,Hengicluster2025-n017,6583,normal,/home/user052/Hengicluster2025/test_job_000161,sbatch -p long -N 1 -n 4 VASP_testjob_161.sh,1,8,0,32,7,7,0,28.75,Hengicluster2025-n017,1,106130,1,28.75,4.107,4,4,160,47,1,1763558400,1763558520,120,120,120,2,11,13,2,11,13,2025,RUNNING
162,user083,PyTorch_testjob_162,acct03,group03,long,Hengicluster2025-n015,9336,normal,/home/user083/Hengicluster2025/test_job_000162,sbatch -p long -N 1 -n 12 PyTorch_testjob_162.sh,1,32,0,64,24,24,0,48.93,Hengicluster2025-n015,1,90438,1,48.93,2.0387,12,12,160,88,2,1763558700,1763558820,120,120,120,2,11,13,2,11,13,2025,RUNNING
163,user054,OpenFoam_testjob_163,acct04,group04,debug,Hengicluster2025-n042,9852,express,/home/user054/Hengicluster2025/test_job_000163,sbatch -p debug -N 1 -n 3 OpenFoam_testjob_163.sh,1,8,0,512,6,6,0,435.0,Hengicluster2025-n042,1,5149,1,435.0,72.5003,3,3,0,0,0,1763559000,1763559120,120,120,120,2,11,13,2,11,13,2025,RUNNING
164,user049,Gaussian_testjob_164,acct09,group04,medium,Hengicluster2025-n054,4928,low,/home/user049/Hengicluster2025/test_job_000164,sbatch -p medium -N 4 -n 35 Gaussian_testjob_164.sh,4,64,0,2048,49,49,0,1570.14,"Hengicluster2025-n054,Hengicluster2025-n005,Hengicluster2025-n017,Hengicluster2025-n019",4,16007,4,392.54,32.0437,35,35,0,0,0,1763559300,1763559420,120,120,120,2,11,13,2,11,13,2025,RUNNING
165,user091,Nektar++_testjob_165,acct01,group01,long,Hengicluster2025-n023,2288,low,/home/user091/Hengicluster2025/test_job_000165,sbatch -p long -N 5 -n 34 Nektar++_testjob_165.sh,5,80,0,2560,66,66,0,2143.72,"Hengicluster2025-n023,Hengicluster2025-n051,Hengicluster2025-n027,Hengicluster2025-n040,Hengicluster2025-n050",5,115506,5,428.74,32.4807,34,34,0,0,0,1763559600,1763559720,120,120,120,2,11,13,2,11,13,2025,RUNNING
166,user025,NAMD_testjob_166,acct05,group05,gpu,Hengicluster2025-n036,6629,normal,/home/user025/Hengicluster2025/test_job_000166,sbatch -p gpu -N 4 -n 213 NAMD_testjob_166.sh,4,256,1,1024,243,243,1,975.75,"Hengicluster2025-n036,Hengicluster2025-n047,Hengicluster2025-n030,Hengicluster2025-n016",4,5468,4,243.94,4.0154,213,213,160,14,1,1763559900,1763560020,120,120,120,2,11,13,2,11,13,2025,RUNNING
167,user036,WRF_testjob_167,acct06,group01,short,Hengicluster2025-n021,6775,low,/home/user036/Hengicluster2025/test_job_000167,sbatch -p short -N 16 -n 317 WRF_testjob_167.sh,16,512,0,4096,425,425,0,3401.6,"Hengicluster2025-n021,Hengicluster2025-n022,Hengicluster2025-n020,Hengicluster2025-n040,Hengicluster2025-n008,Hengicluster2025-n046,Hengicluster2025-n044,Hengicluster2025-n056,Hengicluster2025-n031,Hengicluster2025-n039,Hengicluster2025-n005,Hengicluster2025-n029,Hengicluster2025-n034,Hengicluster2025-n033,Hengicluster2025-n027,Hengicluster2025-n050",16,10499,16,212.6,8.0038,317,317,0,0,4,1763560200,1763560320,120,120,120,2,11,13,2,11,13,2025,RUNNING
168,user020,NAMD_testjob_168,acct10,group05,long,Hengicluster2025-n022,1384,high,/home/user020/Hengicluster2025/test_job_000168,sbatch -p long -N 6 -n 86 NAMD_testjob_168.sh,6,192,0,384,157,157,0,314.94,"Hengicluster2025-n022,Hengicluster2025-n030,Hengicluster2025-n021,Hengicluster2025-n058,Hengicluster2025-n034,Hengicluster2025-n023",6,108716,6,52.49,2.006,86,86,0,0,0,1763560500,1763560620,120,120,120,2,11,13,2,11,13,2025,RUNNING
169,user096,WRF_testjob_169,acct06,group01,short,Hengicluster2025-n046,9882,low,/home/user096/Hengicluster2025/test_job_000169,sbatch -p short -N 16 -n 58 WRF_testjob_169.sh,16,128,0,8192,116,116,0,7480.41,"Hengicluster2025-n046,Hengicluster2025-n038,Hengicluster2025-n054,Hengicluster2025-n022,Hengicluster2025-n024,Hengicluster2025-n009,Hengicluster2025-n025,Hengicluster2025-n055,Hengicluster2025-n047,Hengicluster2025-n014,Hengicluster2025-n052,Hengicluster2025-n007,Hengicluster2025-n011,Hengicluster2025-n053,Hengicluster2025-n040,Hengicluster2025-n020",16,10144,16,467.53,64.4863,58,58,0,0,0,1763560800,1763560920,120,120,120,2,11,14,2,11,14,2025,RUNNING
170,user068,CP2K_testjob_170,acct08,group03,debug,Hengicluster2025-n037,9590,low,/home/user068/Hengicluster2025/test_job_000170,sbatch -p debug -N 2 -n 17 CP2K_testjob_170.sh,2,32,0,1024,25,25,0,816.71,"Hengicluster2025-n037,Hengicluster2025-n003",2,2449,2,408.35,32.6684,17,17,0,0,2,1763561100,1763561220,120,120,120,2,11,14,2,11,14,2025,RUNNING
171,user082,TensorFlow_testjob_171,acct02,group02,medium,Hengicluster2025-n015,7659,high,/home/user082/Hengicluster2025/test_job_000171,sbatch -p medium -N 9 -n 86 TensorFlow_testjob_171.sh,9,144,0,576,129,129,0,516.14,"Hengicluster2025-n015,Hengicluster2025-n010,Hengicluster2025-n014,Hengicluster2025-n023,Hengicluster2025-n009,Hengicluster2025-n001,Hengicluster2025-n002,Hengicluster2025-n047,Hengicluster2025-n052",9,13293,9,57.35,4.0011,86,86,0,0,4,1763561400,1763561520,120,120,120,2,11,14,2,11,14,2025,RUNNING
172,user025,GROMACS_testjob_172,acct05,group05,long,Hengicluster2025-n039,7075,low,/home/user025/Hengicluster2025/test_job_000172,sbatch -p long -N 1 -n 28 GROMACS_testjob_172.sh,1,64,0,64,57,57,0,57.57,Hengicluster2025-n039,1,104908,1,57.57,1.0101,28,28,170,70,3,1763561700,1763561820,120,120,120,2,11,14,2,11,14,2025,RUNNING
173,user001,WRF_testjob_173,acct01,group01,long,Hengicluster2025-n021,3125,express,/home/user001/Hengicluster2025/test_job_000173,sbatch -p long -N 13 -n 657 WRF_testjob_173.sh,13,832,0,832,818,818,0,818.98,"Hengicluster2025-n021,Hengicluster2025-n011,Hengicluster2025-n009,Hengicluster2025-n006,Hengicluster2025-n027,Hengicluster2025-n044,Hengicluster2025-n045,Hengicluster2025-n020,Hengicluster2025-n055,Hengicluster2025-n046,Hengicluster2025-n002,Hengicluster2025-n018,Hengicluster2025-n010",13,97561,13,63.0,1.0012,657,657,0,0,2,1763562000,1763562120,120,120,120,2,11,14,2,11,14,2025,RUNNING
174,user047,OpenFoam_testjob_174,acct07,group02,long,Hengicluster2025-n008,5554,low,/home/user047/Hengicluster2025/test_job_000174,sbatch -p long -N 16 -n 416 OpenFoam_testjob_174.sh,16,1024,0,4096,814,814,0,3259.48,"Hengicluster2025-n008,Hengicluster2025-n042,Hengicluster2025-n001,Hengicluster2025-n055,Hengicluster2025-n045,Hengicluster2025-n004,Hengicluster2025-n028,Hengicluster2025-n007,Hengicluster2025-n029,Hengicluster2025-n012,Hengicluster2025-n024,Hengicluster2025-n056,Hengicluster2025-n020,Hengicluster2025-n019,Hengicluster2025-n038,Hengicluster2025-n023",16,72546,16,203.72,4.0043,416,416,0,0,4,1763562300,1763562420,120,120,120,2,11,14,2,11,14,2025,RUNNING
175,user051,TensorFlow_testjob_175,acct01,group01,gpu,Hengicluster2025-n037,4271,express,/home/user051/Hengicluster2025/test_job_000175,sbatch -p gpu -N 8 -n 108 TensorFlow_testjob_175.sh,8,128,2,4096,110,110,1,3523.72,"Hengicluster2025-n037,Hengicluster2025-n046,Hengicluster2025-n050,Hengicluster2025-n017,Hengicluster2025-n003,Hengicluster2025-n031,Hengicluster2025-n015,Hengicluster2025-n040",8,19694,8,440.46,32.0338,108,108,0,0,2,1763562600,1763562720,120,120,120,2,11,14,2,11,14,2025,RUNNING
176,user019,Gaussian_testjob_176,acct09,group04,short,Hengicluster2025-n045,2951,high,/home/user019/Hengicluster2025/test_job_000176,sbatch -p short -N 4 -n 24 Gaussian_testjob_176.sh,4,32,0,512,28,28,0,454.54,"Hengicluster2025-n045,Hengicluster2025-n048,Hengicluster2025-n056,Hengicluster2025-n014",4,6170,4,113.63,16.2335,24,24,0,0,3,1763562900,1763563020,120,120,120,2,11,14,2,11,14,2025,RUNNING
177,user020,NWChem_testjob_177,acct10,group05,debug,Hengicluster2025-n001,1330,normal,/home/user020/Hengicluster2025/test_job_000177,sbatch -p debug -N 4 -n 19 NWChem_testjob_177.sh,4,32,0,1024,24,24,0,780.92,"Hengicluster2025-n001,Hengicluster2025-n039,Hengicluster2025-n048,Hengicluster2025-n031",4,3097,4,195.23,32.5383,19,19,170,44,0,1763563200,1763563320,120,120,120,2,11,14,2,11,14,2025,RUNNING
